sentence,label
"I hate writing bad reviews about films , especially those in which I really like the star , but this film is so bad I do n't believe for one second that anyone could have been proud of it  ",0
I am not a filmmaker nor am I a director but I would hide my head in the sand if I 'd spent whatever amount of money and time on this movie  ,0
"In short , this was a monumental waste of time and energy and I would not recommend anyone to EVER see this film  ",0
It came free with a DVD player I bought but I still turned the thing off halfway through because I was embarrassed for Howell  ,0
"1 or 10 , and only because there is no setting for 0 or 10  ",0
"But the acting , even that of such professionals as Drago and Debbie Rochon , was terrible , the directing worse perhaps contributory to the former , the dialog chimp,like , and the camera work , barely tolerable  ",0
"Yes , I am simplifying things here for the sake of brevity , for this really is at the core of the problems with this film , it has too much going on without any real , fulfilling explanation  ",0
"But the convoluted plot just did n't convince me , and much of the film was watched with a weird , questioning glance  ",0
"I let my girlfriend talk me into seeing this , bad idea , we both hated it  ",0
"Bela Lugosi was totally extraneous , intoning odd lines  ",0
"The acting was decidely wooden , though no worse than a period Universal B movie  ",0
"Wow , what a bad film  ",0
"Not frightening in the least , and barely comprehensible  ",0
"The plot does n't hang together at all , and the acting is absolutely appalling  ",0
Not even good for camp value  ,0
"I was n't expecting Oscar material , but this",0
You 'd have to have the IQ of particularly stupid mollusk not to see that one coming  ,0
"This film and I use that word loosely is an insult to the movie,going public  ",0
If only someone involved with it knew how to string together narrative  ,0
"This gets a 1 out of 10 , simply because there 's nothing lower  ",0
"This is one I did not have , but I watched it recently on Fox Movie Channel , and was very disappointed  ",0
"I know he was a contract player with little control over his scripts , but the acting was as bad as the script  ",0
"Victor McLaglen was even bad , and Brian DonLevy was almost unrecognizable  ",0
"Considering the relations off screen between Taylor and Stanwyck , it was surprising how little chemistry there was on screen between the two of them  ",0
But the premise of the film was so ridiculous that the President of the US  ,0
The death row scenes were entirely unmoving  ,0
The only thing worse than Taylor 's acting was Stanwyck 's singing  ,0
"Whatever the producer was going for , he missed entirely  ",0
"A cheap and cheerless heist movie with poor characterisation , lots of underbite style stoic emoting think Chow Yun Fat in A Better Tomorrow and some cheesy clichés thrown into an abandoned factory ready for a few poorly executed flying judo rolls a la John Woo  ",0
Even the squibs look awful  ,0
At no point in the proceedings does it look remotely like America  ,0
"The plot , such as it is , is so derivative and predictable that the ending is like a mercy killing  ",0
The awful dialogue and hopeless overacting by everyone who gets shot top off a real waste of space and time  ,0
"I was very uneasy with how bad this movie was , but not scared at all  ",0
The dialogue is composed of things that make little sense  ,0
"About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo,Satanic gibberish corny enough to make a teen Goth blush , almost always in Olde English , and sometimes in Latin that may or may not be made up words  ",0
The directing is sloppy at best  ,0
"Hackneyed writing , certainly , but made even worse by the bad directing  ",0
"Of course , the acting is blah  ",0
The acting by the whole cast could be put on a scale and balanced perfectly between overacting and underacting  ,0
"And , FINALLY , after all that , we get to an ending that would 've been great had it been handled by competent people and not Jerry Falwell  ",0
"I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning , and even less meaning  ",0
It is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs  ,0
About ten minutes into this film I started having second thoughts  ,0
About half way through this film I started to dislike it  ,0
"By the time the film ended , I not only disliked it , I despised it  ",0
What this film lacks is a convincing script  ,0
The script looks as if only a rough draft was written and shooting began before a finished script was completed  ,0
"Things happen , characters personalities change , plot twists occur for no real reason other than that script calls for it  ",0
This is probably the most irritating show I have ever seen in my entire life  ,0
It is indescribably the most annoying and idiotic show I have ever seen  ,0
Everything about it is just bad  ,0
"I could not understand , what kind of idiot would produce this mess in the first place not to mention several season  ",0
"The script is bad , very bad , it contains both cheesiness and unethical joke that you normally see in rated R or NC , 17 movie  ",0
"The casting is also horrible , cause all you see is a really really BAD Actors , period  ",0
Final Word This Show is a real torture  ,0
It is zillion times away from reality  ,0
Watching washing machine twirling around would n't hurt your eyes as much as this show  ,0
Rating 0 or 10 Grade Z Note The Show Is So Bad That Even Mother Of The Cast Pull Her Daughter Out Of The Show  ,0
20th Century Fox 's ROAD HOUSE 1948 is not only quite a silly noir but is an implausible unmitigated bore of a movie  ,0
"Full of unconvincing cardboard characters it is blandly written by Edward Chodorov , who also produced , and is surprisingly directed by Jean Negulesco from whom one would expect a great deal more  ",0
From here on the Widmark character turns unintentionally comical  ,0
His losing his marbles so early in the proceedings is totally implausible and unconvincing  ,0
"And if that is n't enough of a mess of a movie for you , the picture is also marred with a constant use of studio sets and indoor exteriors  ",0
Whatever prompted such a documentary is beyond me  ,0
very serious spoilers this movie was a huge disappointment  ,0
there are so many problems i dont know where to start  ,0
but the movie makes a lot of serious mistakes  ,0
"first of all , there are enough racial stereotypes and racial jokes to offend everyone  ",0
the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs  ,0
"putting the race card aside , lets look at the major flaw in the film they destroy latifa 's character  ",0
there is no real plot  ,0
i wouldnt see this movie again for free  ,0
"The bipolarity of the ruthless thug one minute a ruthless killer , the next minute a Luv 's diaper commercial is completely unconvincing  ",0
"I 'm terribly disappointed that this film would receive so many awards and accolades , especially when there are far more deserving works of film out there  ",0
I do n't think there are any redeeming qualities in this remake  ,0
This may be the only bad film he ever made  ,0
So badwellit 's just bad  ,0
"This movie is a solid example of a bad plot and a very , very bad idea all the way  ",0
It 's a shame to see good actors like Thomerson and James make a living in a mess like this  ,0
I thought it was bad  ,0
"Both films are terrible , but to the credit of the 1986 version , it was watchable  ",0
"Let 's start with all the problems , the acting , especially from the lead professor , was very , very bad  ",0
The script is a big flawed mess  ,0
"The best example of how dumb the writing is when it 's established that you can turn the zombie,students back into humans by removing a necklace containing a piece of the meteorite  ",0
"Director Paul Matthews , who also wrote or directed the weak 1995 monster movie Grim , clearly does n't know how to pace his films  ",0
The movie is terribly boring in places  ,0
The lighting is awful  ,0
The film looks cheap and bland  ,0
One of the most disappointing aspects is the lack of notable gore  ,0
"This convention never worked well in the past , and certainly does n't work here  ",0
The visual effects were AWFUL  ,0
The CG opening sequence in space looked like it could have been created on Microsoft Slideshow for God 's sake  ,0
The explosion of the Gas tanks at the end was just as awful  ,0
"To sum the film up , Breeders is a terrible , cheaply made horror movie that should be avoided like the Ebola virus  ",0
Not recommended  ,0
"He is almost unbearable to watch on screen , he has little to no charisma , and terrible comedic timing  ",0
"Aside from it 's terrible lead , this film has loads of other debits  ",0
"I understand that it 's supposed to be a cheap popcorn comedy , but that does n't mean that it has to completely insult our intelligence , and have writing so incredibly hackneyed that it borders on offensive  ",0
"Lewis Black 's considerable talent is wasted here too , as he is at his most incendiary when he is unrestrained , which the PG , 13 rating certainly will not allow  ",0
"With the originality and freshness of the first movie now spent , this remake had little else to offer  ",0
The budget was evidently very limited  ,0
"This was reflected not only in the cast , but also in the below,par script , which borrowed much from the earlier classic  ",0
"However , here there was no decent acting , action or location work to balance things up  ",0
Filmiing was less expansive  ,0
It failed to convey the broad sweep of landscapes that were a great part of the original  ,0
"Generally , it just lacked imagination  ",0
Not recommended  ,0
Is it possible for a movie to get any worse than this,0
There is no plot here to keep you going in the first place  ,0
"Even when the women finally show up , there is no sign of improvement , the most expected things happen and by the time the film is over , you might be far asleep  ",0
"Beware this is not a trashy cult movie , this is trash ,period  ",0
I can not believe there 's even a sequel to this  ,0
Which is precisely why I am giving it such a bad review  ,0
"Every element of this story was so over the top , excessively phony and contrived that it was painful to sit through  ",0
"Her lines seem to have been WRITTEN by a fifteen year old , though they are trying oh so , so hard to sound like how a fifteen year old would really , um , you know , well talk  ",0
There is simply no excuse for something this poorly done  ,0
I saw this movie and I thought this is a stupid movie  ,0
What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles,0
"To be honest with you , this is unbelievable nonsense and very foolish  ",0
"In conclusion , I will not bother with this movie because a volcano in Los Angeles is nothing but nonsense  ",0
The story line is just awful  ,0
It 's just painful  ,0
And the accents are absolutely abysmal  ,0
There 's also enough hypocrisy in this film to make me vomit  ,0
"Do n't waste your time watching this rubbish non,researched film  ",0
Omit watching this  ,0
My rating just 3 out of 10  ,0
The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew  ,0
"Regardless , the film fails on most levels  ",0
Avoid at all costs  ,0
"I know that Jim O'Connor was very energetic and that nobody could be as much as him , but George was well dull  ",0
"He really did n't seem to want to be hosting , his voice,overs were monotonous , did n't get involved with the guests  ",0
"This movie is so mind,bendingly awful , it could n't have even been created  ",0
The film lacks any real scares or tension and some of the medical terminology used throughout is a bit iffy to say the least and I say that as an insulin dependant diabetic myself  ,0
The least said about the acting the better  ,0
"Even allowing for poor production values for the time 1971 and the format some kind of mini,series , this is bad  ",0
"Unless you 're just out to visually collect all extant films of Austen 's work , you can skip this one  ",0
It is not good  ,0
"Speaking of the music , it is unbearably predictably and kitchy  ",0
Then the film just dropped the ball  ,0
"There are many continuity errors one other user commented on different cars in the garage , Joe 's glassesthe one that got to me the most was the fact Joe 's facial hair configuration seemed to change from scene to scene  ",0
I can not see how this movie can be an inspiration to anyone to come out or overcome fear and rejection  ,0
It 's so bad it 's actually worth seeing just for that reason  ,0
Well Just if you keep thinking how bad it is  ,0
"It 's a mediocre , miserable , hollow , laughable and predictable piece of garbage  ",0
It 's a case of  so bad it is laughable,0
" very bad performance plays Angela Bennett , a computer expert who is at home all the time  ",0
"It is a film about nothing , just a pretext to show ridiculous action scenes  ",0
How awful she is  ,0
"But she is still a bad actress , repeating her robotic face moves in each of her pictures  ",0
"The results , well , are a shame  ",0
DELETE this film from your mind  ,0
One of the worst shows of all time  ,0
The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for  ,0
"The fat computer geek was unbelievable , the bible thumper , the bad,ass girl , who are these actors",0
Never heard of any of them except Cole who was totally unbelievable in the part  ,0
"Every time he opened his mouth you expect to hear , you see kids Pulling the plug was a mercy killing for this horrible show  ",0
The stories were as unbelievable as the actors  ,0
Lame would be the best way to describe it  ,0
"Im big fan of RPG games too , but this movie , its a disgrace to any self,respecting RPGer there is  ",0
"The lines , the cuts , the audio , everything is wrong  ",0
You can find better movies at youtube  ,0
"Top line Do n't waste your time and money on this one , its as bad as it comes  ",0
A Lassie movie which should have been put to sleep FOREVER  ,0
"That 's how I 'd describe this painfully dreary time,waster of a film  ",0
"So mediocre in every aspect that it just becomes a dull , uninteresting mess , this is one of the most forgettable movies I 've seen  ",0
"It is n't even an achievement as a so bad , it 's  good or so bad , it 's memorable movie  ",0
"It 's an empty , hollow shell of a movie  ",0
"Seriously , it 's not worth wasting your , or your kid 's time on  ",0
"Avoid , avoid , avoid  ",0
It will drive you barking mad  ,0
Nothing new there  ,0
That was done in the second movie  ,0
The movie has almost no action scenes in it and very little comedy  ,0
The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted  ,0
What on earth is Irons doing in this film,0
The football scenes at the end were perplexing  ,0
This scene is very strong and unpleasant  ,0
And it was boring  ,0
"I am so tired that is just lazy writing , and here they come in thick and fast  ",0
Why was this film made,0
"The film has an ultra , cheap look to it  ",0
The result is a film that just do n't look right  ,0
None of them are engaging or exciting  ,0
The plot is nonsense that does n't interest in the slightest way or have any uniqueness to it  ,0
The Foreigner is not worth one second of your time  ,0
"How this piece of trash was ever released is beyond me the acting , the story , the characters , the supposedly special effects , etcit 's ALL wrong  ",0
"In fact , this stinker smells like a direct,to,video release  ",0
Avoid at ALL costs  ,0
Star Trek V The final Frontier is the worst in the series  ,0
"The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life , the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain  ",0
The attempts at humor were pitiful and story is so awful it dose n't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god seriously I just did n't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards  ,0
The only place good for this film is in the garbage  ,0
The worst one of the series  ,0
Very disappointed and wondered how it could be in the Oscar shortlist  ,0
It 's very slow  ,0
"Lot of holes in the plot there 's nothing about how he became the emperor , nothing about where he spend 20 years between his childhood and mature age  ",0
 Do n't waste your time  ,0
"End of Days is one of the worst big,budget action movies I 've ever seen  ",0
He surely does n't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money  ,0
This was one of the worst films i have ever seen  ,0
I 'm still trying to get over how bad it was  ,0
"Otherwise , do n't even waste your time on this  ",0
This one just fails to create any real suspense  ,0
"As for the killer , do n't expect anything original or even remotely frightening  ",0
I 'm so sorry but I really can not recommend it to anyone  ,0
"One of the most boring ,pointless movies I have ever seen  ",0
The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying  ,0
Hated it  ,0
This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad  ,0
"I do n't understand how this garbage got on the shelves of the movie store , it 's not even a real movie  ",0
I highly doubt that anyone could ever like this trash  ,0
"This is not movie,making  ",0
"The acting is like watching wooden puppets moving around and reading from a book , that 's how bad it is  ",0
"So I am here to warn you , DO NOT RENT THIS MOVIE , it is the dumbest thing you have never seen  ",0
"I agree with Jessica , this movie is pretty bad  ",0
"Characters are one,dimensional , even the good guys and especially the bad guys  ",0
The story line is totally predictable  ,0
I 've seen soap operas more intelligent than this movie  ,0
"Bad characters , bad story and bad acting  ",0
Really awful  ,0
Not easy to watch  ,0
"Just whatever you do , avoid Groove as its the antithesis of all that is good about Human Traffic  ",0
"It 's too bad that everyone else involved did n't share Crowe 's level of dedication to quality , for if they did , we 'd have a far better film on our hands than this sub,par mess  ",0
The movie seemed a little slow at first  ,0
"If you act in such a film , you should be glad that you 're gonna drift away from earth as far as possible  ",0
"This one wants to surf on the small wave of space movies in 1998 Deep Impact and Armageddon , and this one fails everywhere  ",0
If you have n't choked in your own vomit by the end by all the cheap drama and worthless dialogue you 've must have bored yourself to death with this waste of time  ,0
"Instead , we got a bore fest about a whiny , spoiled brat babysitting  ",0
I never walked out of a movie faster  ,0
I just got bored watching Jessice Lange take her clothes off  ,0
"Unfortunately , any virtue in this film 's production work was lost on a regrettable script  ",0
"In a word , it is embarrassing  ",0
Exceptionally bad  ,0
All in all its an insult to one 's intelligence and a huge waste of money  ,0
"Good case , Excellent value",1
Great for the jawbone,1
The mic is great,1
If you are Razr owneryou must have this,1
And the sound quality is great,1
He was very impressed when going from the original battery to the extended battery,1
Very good quality though,1
Highly recommend for any one who has a blue tooth phone,1
So Far So Good,1
Works great,1
I bought this to use with my Kindle Fire and absolutely loved it,1
I have yet to run this new battery below two bars and that 's three days without charging,1
Great Pocket PC  or  phone combination,1
I 've owned this phone for 7 months now and can say that it 's the best mobile phone I 've had,1
This product is ideal for people like me whose ears are very sensitive,1
Car charger as well as AC charger are included to make sure you never run out of juice Highy recommended,1
It has kept up very well,1
The case is great and works fine with the 680,1
"It has a great camera thats 2MP , and the pics are nice and clear with great picture quality",1
Nice headset priced right,1
Excellent bluetooth headset,1
It has all the features I want,1
This case seems well made,1
good protection and does not make phone too bulky,1
"A usable keyboard actually turns a PDA into a real,world useful machine instead of just a neat gadget",1
This phone is pretty sturdy and I 've never had any large problems with it,1
I love this thing,1
Everything about it is fine and reasonable for the price ie,1
I even dropped this phone into a stream and it was submerged for 15 seconds and it still works great,1
I have been very happy with the 510 and have had NO complaints from any one regarding my sound quality on their end,1
"I really recommend this faceplates since it looks very nice , elegant and cool",1
"These headphones were a great find , and I think they are perhaps the best purchase I 've made in the last several years , seriously",1
It feels more comfortable than most headsets because I wear glasses and that gets in the way sometimes,1
Great for iPODs too,1
This device is great in several situations,1
Great choice,1
Nice docking station for home or work,1
This is a beautiful phone,1
Love this product,1
This is a great little item,1
"I love this phone  , It is very handy and has a lot of features ",1
I wear it everyday and it holds up very well,1
"Well packaged , arrived on time , and works as intended",1
The headsets are easy to use and everyone loves them,1
This phone works great,1
Product was excellent and works better than the verizon one and Boy was it cheaper,1
The phone loads super,1
Made very sturdy,1
Worked great,1
Will order from them again,1
Best I 've found so far  I 've tried 2 other bluetooths and this one has the best quality for both me and the listener as well as ease of using,1
Integrated seamlessly with the Motorola RAZR phone,1
Definitely a bargain,1
The price was very good and with the free shipping and all it was a good purchase,1
"Pros,Good camera , very nice pictures  , also has cool styles like black and white , and more",1
"I love my 350 headset My Jabra350 bluetooth headset is great , the reception is very good and the ear piece is a comfortable fit",1
"Sound quality on both end is excellent , I use headset to call my wife and ask my wife to use headset to call me 2",1
This phone is slim and light and the display is beautiful,1
its a little geeky but i think thats its sex on toast and it rocks and oozes sex right down to its battery embedded sleek stylish leather case,1
"Great product , fast shipping",1
Absolutely great,1
The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad,1
It is very comfortable on the ear,1
It has been a winner for us,1
Setup could n't have been simpler,1
I 've tried several different earpieces for my cell phone and this Jabra one is the first one I 've found that fits my ear comfortably,1
Iam very pleased with my purchase,1
Gets the job done,1
Great audio,1
"I 've only had my bluetooth for a few weeks , but I really like it",1
It is so small and you do n't even realize that it is there after a while of getting used to it,1
The accompanied software is almost brilliant,1
Headset works great and was packaged nicely to avoid any damage,1
I definitly recommend,1
Very good stuff for the price,1
"My headset works just peachy,keen",1
Voice recognition is tremendous,1
I got this phone on reccomendation from a relative and I 'm glad I did,1
I had absolutely no problem with this headset linking to my 8530 Blackberry Curve,1
"I know that sounds funny , but to me it seemed like sketchy technology that would n't work wellWell , this one works great",1
This phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used,1
"Nice quality build , unlike some cheap out there",1
This item is fantastic and works perfectly,1
And I just love the colors,1
W810i is just SUPERB,1
Great charger,1
"Works like a charm , it work the same as the one I got with the phone",1
Great Value,1
"The look of it is very sharp and the screen is nice and clear , with great graphics",1
EXCELLENT SERVICE,1
The iGo chargers and tips are really great,1
The file browser offers all the options that one needs Handsfree is great,1
Superb Phone on a Great Network,1
"I connected my wife 's bluetooth , Motorola HS850 to my phone and it worked like a charm whether the phone was in my pocket or the case",1
The sound quality is good and functionality is awesome,1
Incredible,1
Great phone,1
Any ring toneOverall good phone to buy,1
Lately they have been extremely nice and helpful on the phone,1
"Light weight , I hardly notice it is there",1
You 'll love how thin it is,1
"The color is even prettier than I thought it would be , and the graphics are incredibly sharp",1
All in all I think it was a good investment,1
The best electronics of the available FM Transmitters,1
"great headset , very impressed , H500",1
"The 12 mega pixel camera , being a part of a phone , is reasonably good",1
I 've had this for nearly 2 years and it has worked great for me,1
Good transmit audio,1
Great price also,1
"The range is very decent , I 've been able to roam around my house with the phone in the living room with no reception or sound quality issues",1
fast service,1
I would highly recommend this,1
I would recommend this,1
I 'm still infatuated with this phone,1
"Simple , lightweight and great fit",1
These are certainly very comfortable and functionality is decent,1
I usually do n't like headbands but this one is very lightweight and does n't mess up my hair,1
Great sound and service,1
Really pleased with this product so far,1
One of my favorite purchases ever,1
best bluetooth on the market,1
Authentic leather with nice shine and comfort I recommend you this case ,1
I was very excited to get this headset because I thought it was really cute,1
Worth every penny,1
Excellent wallet type phone case,1
Nice headphones for the price and they work great,1
"It is very comfortable to wear as well , which is probably the most important aspect about using a case",1
"It 's fits like a glove and is strong , secure , and durable",1
O my gosh the best phone I have ever had,1
It 's very attractive and appears to be of good quality,1
I love all the features and form factor,1
Great Earpiece,1
Excellent hands free tool,1
Great for using with your home stereo,1
"Good product , incredible value",1
Only had this a month but it 's worked flawlessly so far,1
Works great,1
Battery life is real good,1
It 's a great item,1
Love this headset,1
Worked perfectly,1
I gave it 5 stars because of the sound quality,1
Reversible plug works great,1
Very good phone,1
"Best of all is the rotating feature , very helpful",1
Comfort for our whole family,1
"Good product , good seller",1
I love this bluetooth,1
I am very impressed with this headset from Plantronics,1
I got it because it was so small and adorable,1
Great phone,1
"This item is great , installed it , let it charged up overnite and it has been working good every since with no problems",1
Great Phone,1
Excellent Phone,1
The voice recognition thru the handset is excellent,1
This is hands down the best phone I 've ever had,1
"Works great , when my cat attacked the phone he scratched the protective strip instead of destroying the screen",1
This one works and was priced right,1
Now I know that I made a wise decision,1
Someone shouldve invented this sooner,1
Good price,1
Everything worked on the first try The device was certainly engineered in a clever way and the construction feels good,1
I received it quickly and it works great,1
Has been working great,1
"This is a good battery , and it got here really fast",1
Also its slim enough to fit into my alarm clock docking station without removing the case,1
Phone now holds charge like it did when it was new,1
We have gotten a lot of compliments on it,1
This is definitely a must have if your state does not allow cell phone usage while driving,1
I love this device,1
I am also very happy with the price,1
I was able to do voice dialing in the car with no problem,1
"good item , low price",1
VERY comfortable,1
The battery is working well as a replacement for the original that came with the phone over 2 years ago,1
The reception is excellent,1
"It fits comfortably in either ear , the sound is clear and loud , and the charge lasts a couple of days",1
"very clear , quality sound and you do n't have to mess with the sound on your iPod since you have the sound buttons on the headset",1
Excellent sound quality,1
New Battery works great in phone,1
"I 've dropped my phone more times than I can say , even on concrete and my phone is still great knock on wood",1
Good audio quality,1
This little device has transformed my organizational capability and made my life a whole lot easier,1
Works like a charm Works as advertised,1
"Comfortable , Nice Range , Good Battery Life",1
"The microphone also works well , but according to people I have called it applifies everything",1
Nice design and quality,1
"It is light , easy to use , and has very clear reception and transmission",1
It definitely was not as good as my S11,1
awesome device,1
"I had ordered a motorola data cable , got a very well finished and working product",1
Love This Phone,1
I was looking for this headset for a long time and now that I 've got it I could n't be happier,1
Display is excellent and camera is as good as any from that year,1
Battery life is also great,1
Protects the phone on all sides,1
"Clear Skype Calls , Long Battery Life , Long Range",1
Great Hands Free Device,1
"you can even take self portraits with the outside exterior display , very cool",1
After trying many many handsfree gadgets this is the one that finally works well,1
Magical Help,1
The best phone in market ,1
It worked very well,1
The company shipped my product very promptly and it works well,1
Exactly what I wanted,1
This is a great deal,1
"Excellent product , I am very satisfied with the purchase",1
I highly recommend these and encourage people to give them a try,1
Better than you 'd expect,1
Great product and price,1
"Sounds good reasonably priced and effective , Its that simple ",1
Very prompt service,1
Excellent product for the price,1
Very pleased with this headset,1
I especially love the long battery life,1
Works great,1
Plantronics Bluetooth Excelent Buy,1
I highly recommend this device to everyone,1
Jawbone Era is awesome too,1
"I have used several phone in two years , but this one is the best",1
An Awesome New Look For Fall 2000,1
Price is good too,1
I 'm using it with an iriver SPINN with case and it fits fine,1
"Overall , I am psyched to have a phone which has all my appointments and contacts in and gets great reception",1
"every thing on phone work perfectly , she like it",1
IT 's REALLY EASY,1
My Sanyo has survived dozens of drops on blacktop without ill effect,1
Fantastic earphones,1
It finds my cell phone right away when I enter the car,1
I highly recommend this modest priced cellular phone,1
But it does get better reception and clarity than any phone I 've had before,1
Awsome Device Works Great,1
Restored my phone to like new performance,1
"I would recommend purchasing the Jabra JX , 10 series 2 which works flawlessly with my Moto Q , go figure",1
"I searched the Internet , and found this one to be the best value",1
Very happy with this product,1
"The screen size is big , key pad lit well enough , and the camera quality is excellent for a camera phone",1
"i 'm glad i found this product on amazon it is hard to find , it was n't high priced",1
Portable and it works,1
"My colleague and I now get great receptionA little expensive , but performance is great",1
Timely shipment and quality product,1
Nice solid keyboard,1
Very well made and fits my Surefire GX2 perfectly,1
We would recommend these to others,1
The battery works great,1
Looks great and is strong ,1
"I have had TMobile service for 2 or 3 years now , and I am pretty happy with it",1
Great software for Motorolas,1
The delivery was on time,1
Very easy to use,1
"It holds a charge for a long time , is reasonably comfortable under long,wearing conditions and the quality of sound is tremendous",1
The keyboard is really worthwhile in usefulness and is sturdy enough I do n't expect any problems,1
"After charging overnight , these batteries work great",1
You will not regret it,1
I love this phone,1
This PDA rocks,1
"It is super charged up for use as a small hybrid palmtop or camera or cellphone , and excels in those roles",1
"I would definitely recommend the Jabra BT250v for those who are looking for comfort , clarity and a great price",1
I had Verizon 2 years ago and really liked their service,1
Works as described,1
WELL IM SATISFIED,1
"The bose noise cancelling is amazing , which is very important for a NYC commuter",1
This battery is an excellent bargain,1
I wear glasses and it fits fine with them,1
greatno problems at all,1
This frog phone charm is adorable and very eye catching,1
The sound is clear and the people I talk to on it are amazed at the quality too,1
"I got the aluminum case for my new Palm VX and it worked really well , it has protected my handheld perfectly so far",1
"very good product , well made",1
Mobile Phone Tools are a must have,1
I am very impressed with the job that Motorola did on the sturdiness of this phone,1
"I received my orders well within the shipping timeframe , everything was in good working order and overall , I am very excited to have this source",1
The phone is sturdy and waterproof,1
Thanks again to Amazon for having the things I need for a good price,1
I ended up sliding it on the edge of my pants or back pockets instead,1
I had to go to a store and bought a new NOKIA phone which is working great,1
Works great,1
The noise shield is incrediable,1
"Razr Battery , Good buy",1
Keep up the good work Amazon,1
Great case and price,1
"Bluetooth range is good , a few days ago I left my phone in the trunk , got a call , and carried the conversation without a hitch",1
"Small , sleek , impressive looking , practical setup with ample storage in place",1
The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity,1
I am glad I purchased it,1
"No shifting , no bubbling , no peeling , not even a scratch , NOTHINGI could n't be more happier with my new one for the Droid",1
"I own a Jabra Earset and was very happy with it , but the sound quality , especially outgoing , on this is better",1
"I love the camera , it 's really pretty good quality",1
Thank you for such great service,1
Its a total package,1
"The seller is very understanding and patient , I would definitely buy from them again",1
Great product for the price,1
"I have purchased these for both family and friends , and all enjoy their clarity and ease of use",1
Virgin Wireless rocks and so does this cheap little phone,1
"All in all , I 'm quite satisfied with this purchase",1
"Great it was new packaged nice works good , no problems and it came in less time then I expected",1
Great Product,1
This fixes all the problems,1
I am very happy,1
"I 've had no trouble accessing the Internet , downloading ringtones or performing any of the functions",1
It does everything the description said it would,1
"It works great with a car charger , especially if you cannot plug in two adapters at the same time",1
"It plays louder than any other speaker of this size , the price is so low that most would think the quality is lacking , however , it 's not",1
Better than expected,1
Battery is holding up well,1
Linked to my phone without effort,1
THey are so cool,1
Easy to use,1
Better Than New,1
A pretty good product,1
This is a great phone,1
"For the price on Amazon , it is an excellent product , which I would highly recommend",1
Their Research and Development division obviously knows what they 're doing,1
Those phones are working just fine now,1
I am more than happy with this product,1
"Overall , I would recommend this phone over the new Walkman",1
It fits my ear well and is comfortable on,1
clipping this to your belt will deffinitely make you feel like 50 cent 's up and coming,1
I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear,1
I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price,1
Worked very well paired with a Treo 700w and as a Skype headset on my PC using a USB Bluetooth transceiver,1
This is a great product sure beats using your fingers,1
All the other cases I 've tried normally fall apart after a few months but this one seems to be in for the long haul,1
I recommend iGo to anyone with different brand cell phones or mp3 players in the family,1
"I posted more detailed comments under the grey or black phone , but i have the Fire Red and it 's a great color",1
I did not have any problem with this item and would order it again if needed,1
"Not only did the software do a great job of this , I could also make my own ringtones form my existing CDs without an internet connection",1
im surprised this is a good quality car charger and there 's not much reviews about it,1
These are fabulous,1
I used bitpim a free program you can find on the internetto transfer data to the phoneThe price of the cable was excellent,1
Very wind resistant,1
"They do not last forever , but is not overly expensive to replaceEasy to operate and the sound is much better than others I have tried",1
Phone is sturdy as all nokia bar phones are,1
Great phone,1
I 'm pleased,1
I found the product to be easy to set up and use,1
"No ear loop needed , it 's tiny and the sound is great",1
"The handsfree part works fine , but then the car tries to download the address book , and the Treo rebootsOverall , I still rate this device high",1
"I 'm happy about this purchase, good quality and low price",1
I love the look and feel of Samsung flipphones,1
"Its well,designed and very sharp  ,  the blue is a very nice color",1
Does everything it should and more,1
Nice Sound,1
Much less than the jawbone I was going to replace it with,1
Setup went very smoothly,1
"It is well made , easy to access the phone and has a handy , detachable belt clip",1
"It works fine on my Motorola 325 cellphone , and a lot better than the worn,out battery did",1
The volume for the ringer is REAL good you have choices how loud,1
I love the ringtones because they are so upbeat,1
Easy to pair with my Samsung Cell,1
Works well,1
Clear crisp sound,1
"I have to use the smallest earpieces provided , but it stays on pretty well",1
The phone can also take great pictures and even video clips,1
"Because both ears are occupied , background is not distracting at all",1
"Comfortable fit , you need your headset to be comfortable for at least an hour at a time , if not for an entire day",1
You can not beat the price on these,1
